ROOT,AAA,ACAd,ACAv,ACB,AD,AHN,AId,AIp,AIv,AMB,AMd,AMv,AN,AOB,AON,APN,ARH,AUDd,AUDp,AUDv,AV,BLA,BMA,BST,CA1,CA2,CA3,CEA,CENT,CL,CLA,CLI,CM,COAa,COAp,CP,CS,CUL,CUN,DCO,DG,DMH,DN,DP,DR,ECT,ENTl,ENTm,EPd,EPv,FL,FN,FRP,FS,GPe,GPi,GRN,GU,IA,ICc,ICd,ICe,ILA,IMD,IO,IP,IPN,IRN,LA,LAV,LD,LGd,LGv,LH,LHA,LP,LPO,LRN,LSc,LSr,LSv,MA,MARN,MD,MDRNd,MDRNv,MEA,MEPO,MGd,MGm,MGv,MH,MM,MOB,MOp,MOs,MPN,MPO,MPT,MRN,MS,MV,NDB,NI,NLL,NLOT,NOD,NOT,NPC,NTS,ORBl,ORBm,ORBvl,OT,PA,PAA,PAG,PAR,PARN,PB,PCG,PERI,PF,PFL,PG,PGRNd,PGRNl,PH,PIR,PL,PMd,PO,POL,POST,PP,PPN,PRE,PRM,PRNc,PRNr,PRP,PSV,PT,PTLp,PVH,PVT,PVp,PVpo,PYR,RCH,RE,RH,RM,RN,RR,RSPagl,RSPd,RSPv,RT,SBPV,SCm,SCs,SF,SI,SIM,SMT,SNc,SNr,SOC,SPA,SPFm,SPFp,SPIV,SPVC,SPVI,SPVO,SSp-bfd,SSp-ll,SSp-m,SSp-n,SSp-tr,SSp-ul,SSs,STN,SUBd,SUBv,SUM,SUT,SUV,TEa,TR,TRN,TRS,TT,TU,V,VAL,VCO,VII,VISC,VISal,VISam,VISl,VISp,VISpl,VISpm,VM,VMH,VPL,VPM,VPMpc,VTA,XII
SMT,0,0,0,0,0,0,1.0656062767,0.3549426346,0.9509699879,0,0,0,0,0.0754790152,0.2622447032,0,0,0.0395459153,0.0499816301,0.1579301631,0,0.0342021062,0,0,0,0,0,0,0,0,0.3285828724,0,0,0,0,0,0,0,0,0,0,0,0,0.224281872,0,1.0651593714,0,0,0.2485304002,0,0,0.000307932,0.0609799706,0,0.0360845327,0,0,0,0,0.0002055531,0,0,0.6294210856,0,0,9.80732723171349E-05,0,0,0.0898241628,0,0,0,0,0,0,0,0,0,0,0,0,0.0014848034,0,0,0,0,0,0,0,0,0,0,0.0070532542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0269719026,0.4479806719,3.9623641936,0,0,0,0,0,0,0,0,0.4548866301,0,0,0,0,0,0,0.9968869346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006495173,0,0.7155928317,0,0,0,0,0,0,0,0,0,0,0,0,0.5371164906,0,0,0,0.1387751589,0,0,0,0,0,0.0700274481,0.0392470269,0,0.0084850878,0.114310894,0.0152208976,0,0,0,0,0,0,0,0
SNc,0,0,0,0.2676371947,0,0,0.0234574699,0,0.0071105356,0,0.020434948,0.007891575,0,0,0.0106026841,0,0,0,0,0,0,0,0,0,0,0.0022480501,0.0138408151,0,0,0.009007592,0.0248877379,0.0121448248,0.0600311584,0,0,8.5861264467,0.017587189,0,0.00112129,0,0.0201019711,0,0,0,0.0147881394,0,0.0030096901,0.0019799633,0.007867343,0,0,0,0.0007950345,0,0,0,0,0.00642493,0,0.0033154365,0,0,0.0118335301,0.0320619132,0,0,0.0046589468,0,0,0,0,0,0,0.0011262891,0.3035229545,0,0.0445112776,0,0.007427308,0.0087721173,0,0,0,0.2925285544,0,0,0,0.0010985381,0.0008076692,0,0,0,0,0,0,0,0,0,0,2.6009862294,0.0106190687,0,0.033653931,0,0.0061448147,0,0,0,0.0251069615,0.0042394253,0.0050984721,0.0099680439,0.0021714492,0,0,0,0.3069031901,0,0,0.0506142984,0.0014172211,0,0.0481669607,0,0.0074616483,0,0,0.0304213854,0.0005886671,0.0113517274,0,0.0201679133,0,0,0,0.1437966618,0,0,0.1573158446,0,0,0,0.0003017414,0,0,0.0061198686,0,0,0,0,0,0.0001416641,0,0,0.0758820567,0,0,0.0869921587,0.1120458172,0,2.0793383885,0.0065303304,0.0006358266,0.106280977,0.0007041771,0.0224387288,0.0093844016,0,0.0015790857,0.0098086024,0.0026771832,0.0060438439,0,0,0,0,0,0,0.0036391026,0.000180286,0,0,0,0.1035063784,0.0044761041,0.0024377558,0,0,0,0,0,0.0163292633,0.0005082031,0.0002184069,0,0,0,0,0,0,0,0,0,0,0,0,0.3542981013,0,0.0052050439,0.0115908016,0,0,0
SNr,0,0,0,0,0,0,0,0,0,0,0,0,0.0006716469,0.0008335153,0,0,0,0,0,0,0,0,0,0,0.0014042219,0,0,0.0455218133,0,0,0,0,0.0841462198,0,0,0,0,0,0,0.0001298681,0,0,0.0001888431,0,0,0,0,0,0,0,0.001193957,1.86679113990757E-05,0,0.0022041073,0.2643185289,0.0852966744,0,0,0,0,0,0,0,0,0,0.0034603561,0,0.0148849433,0,0,0.0166643747,0,0,0,0,0,0,0,0,0,0,0,0,0.0176214677,0,0,0,0,0,0.0124763347,0.0025724358,0,0,0.0103347107,0,0,0,0,0,1.0104115808,0,0,0,0,0,0,0.0002769479,0,0,0.0024884548,0,0,0.0002667044,0,0,0,0,0,0.0852578735,0.0258151409,0,0,0.141215281,0.0016420809,0,0,0,0,0,0,0,0.0174399669,0.0228402196,0,0.0029354375,0,0,0.0003451438,0,0,0,0.0067516242,0,0,0,0,0,0,2.63582190673098E-05,0,0,0.0064495319,0,0.0175569525,0.0471699737,0,0.00475277,0,0.0027725548,0,0,0,0,0,0,0,0,0.0209335455,0,0.0003098408,0,0.076810339,0,0,0,0.0075738241,0.0056093129,0,0,0,0,0.0059213415,0,0.0473839743,0,0,0,0.0251690986,0.0004669444,0,0,0,0,0,0,0.0214794111,0.268496565,0.0002572393,0,0,0,0.0002893199,0,0,0,0,0.1551481049,0,0.0124619875,0,0.0462463585,0.0686646822,0
SOC,0,0,0,0,0,0,0,0,0.0015510029,0,0,0,0,0,0.0653105961,0,0,0,0,0,0,0,0.0672623818,0,0,0,0,0,0,0,0,0,0,0.0284444654,0,0,0,0,0,0,0,0,0,0.007547119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7260615577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145412103,0,0,0,0,0,0,0,0,0,0.0268903586,0,0,1.7226999518,0,0,0,0,0,0,0,0,0.1580107333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3963378163,0,0.0084748829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192540885,0,0,0.002544962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPA,0.0339778934,0,0,0,0,0,0.2870222139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107617286,0,0,0,0,0.086091895,0,0,0,0,0.0256242919,0.0192670384,0.0027899158,0,0,0.0015977214,0,0,0,0,0.0003388716,0,0,0,0,0,0,0.0443829365,0.0005998841,0,0,0.1884048219,0,0,0,0.798967862,0.0363512258,0,0.000647168,0,0,0.0023675495,0,0,0.0005152074,0,0,0,0,0,0,0,0.2907425986,0,0,0,0,0,0.0004739168,0.0221015061,0,0.0303746357,0,0,0,0,0,0,0,0,0,0,2.6918466288,0,0,0,0,0,0,0,0,0,0,0.0027889382,0.0001908224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0037447711,0.0035838861,0,0,0,0,0,0,0.0022173584,0,0,0,0,0,0.0032014318,0,0,0,0,0,0,0,0,0,0.0014213568,0,0,0,0,0,0,0,0,0.0145161712,0,0,0,0,0,0.0001064816,0.1941551792,0,0.0566252363,0,0,0,0,0,0.0141601441,0,0,0,3.87663817038422E-05,0.3124694509,0,0,0,0,0.287176083,0,0,0,0,0,0,0,0,0.0326324958,0,0,0,0,0,0.0592854418,0.0014769626,0,0.7684039455,0,0,0,0,0,0,0.3885158893,0,0,0,0.0469957239,0,0
SPFm,0,0,0.2184350433,0,0,0,1.3277681351,1.3881438641,0.5300338012,0,0,0,0.0108309784,0,0,0,0.0451981456,0.1634169077,0.1811790156,0.5423274386,0,0,0,0,0,0,0,0,0,0.0501454416,0.2901176401,0,0,0,0,0,0,0,0,0,0,0.049268442,0,0.0998254572,0,1.1460404492,0,0,0.0497885694,0.0083937702,2.62024166309625E-05,0,0,0.0489558725,0.1854875694,0,0,1.411691235,0,0.0055546575,0,0,0,0,0,0,0,0,0.0397779918,0,0,0,0,0,0,0,0,0.0035422181,0,0,0,0,0,0,0.0031528134,0,0.0741357378,0,0,0,0,0,0.0090127301,0.0464391042,0,0,0,0,0.0220669019,0,0,0,0,0,0,0,0,0,0.0148282686,0,0,0,0,0,0,0.0110320969,0,0,0,0,0,0.389856835,0.0604738405,0,0,0,0,0,0.615498939,0.5262611858,0.0063481864,0,0,0,0,0,0,0,0,0,0.0125269935,0,0,0.0197561845,0,0,0.042558104,0,0,0,0,0,0,0,0,0,0,0,0,0.0242096182,0,0,0,0,0.0045716957,0.0180975754,0,0.0170308263,0,0,0,0,0.0003129731,0.0071696413,0.0020570446,0,0,0.239603269,0,0,0.2025507207,0,0.0429524417,0,0,0,0.0044039489,0,0,1.0648267347,0.0454750791,0,0,0,0.0908469135,0,0.5692965072,0.0004491511,0,0.7677250661,0,0.0119263149,0.008733788,0,0.0028465677,0.0063189899,0.4294790984,0.118731446,0.0250417481,0.0441429133,0.0083355132,0,0
SPFp,0.1511131058,0,0,0,0,0,0.0097059365,0.3704988977,0,0,0,0,0.0007049518,0,0,1.0231558389,0,0,0,0,0,0.0428019037,0.8566278152,0.1326322089,0,0,0,1.346025081,0,0.035327623,0.0666268344,0.0019466384,0.0456083304,0.2300052117,0.07416788,0,0.0466038649,0,0,0,0,0.0507294105,0,0,0.0060588949,0,0,0,0,0.0708790978,0.0001312682,0,0,0.0382334522,0,0,0,0.1157541244,0.1156716911,0,0,0,0,0.0203943521,0.052113975,0,0.0013342852,0,0,0,0,0,0,0.0117519907,0.5421692135,0,0,0,0,0,0,0,0.1196892072,0.0615229063,0,0,0.0819568865,0,0.0137689216,0,0,0,0,0,0,0,0.016790643,0,0.0236193414,3.2259194909,0,0,0.0039253508,0.0145128778,0,0.0307291928,3.74764670256233E-05,0.0636885148,0.0726621188,0,0,0,0,0,0,0.0391105564,1.6967075034,0,0,0,0.0991656581,0.2207453783,0.0601905137,0,0.0460079171,0,0,0.3081157245,0.3286463503,0,0.0009517274,0.2243726819,0.0267748053,0,0,0.1467439418,0,0,0.3303075179,1.5760388212,0.0035598123,0,0,0,0.0160989094,0.005392231,0.0006352324,0.0016065725,0,0,0.2267572711,0.0228988783,0.0010515028,0.3334699933,0.2800496291,0,0,0,0,0,3.844501468,0,0,0.0051120302,0,0.0099405051,0.009153948,0,0,0.0317804184,0.0323983936,0,0,0.0003555016,0,0,0,0,0,0,0,0,0.6324285385,0,0,0,0.0165496904,0,0,0,0.0122181053,0.1982996752,0,0,0,0,0.0811656726,0,0,0.6343718062,0,0,0,0,0,0,0.0455693056,0,0.0361688044,0.0791106539,0.0478390464,0.2933968592,0
SPIV,0.0003855082,0,0,0,0,0,0.0007316765,0.0003063054,0.0004881858,0.0044449541,0,0,0.0130345062,0,0,0,0.0003122714,0.0005063097,7.70262760644092E-05,0.0001127008,0.0001723222,0,0,0,0.000543189,0.000275995,0.0004348888,1.92556036841171E-06,0.0339456217,0,0,0,0,0.0006083243,0.0004238442,0.0031827817,0.0010408366,0.0145942009,0,0.0010159928,0.0041406022,0,0.0005039993,0,0,0.000470514,0.0010689784,0.0007678014,0,0,0,0.0193531254,0,0,0.000048285,0,0.2492071149,0.0013428708,0,0,0,0,0,0,0.014923309,0.0090614872,0.0013419433,0.2458373792,0,0.1052997598,0,0,0,0,0,0,0,0.0133708494,0,0,0,0,0.0155098482,0,0.0708308055,0.0167567938,0.000625594,0,0,0.0002415242,0,0,0,0,0,0.0004001542,0,0,0,0,0,0.2913448317,0.000603177,0.0021395371,0,0.0010965471,0,0,0,0.0114750447,0,0,0.0005069318,0.006674339,0,0.0005519202,0,0.0002433924,0.2452111596,0.017455545,0.0271938348,0.0008293668,0,0.0007186197,0.0006084915,0.0912441719,0.0947057182,0,0.0041670376,0,0,0,0,0.0004553974,0,0,0.0020290109,0.0126555581,0.0733921023,0,0.0980205787,0.0439157718,0,0,0,0,0,0,0.0140680755,0,0,0,0,0,0,9.37811926377645E-05,0.0007037545,0.0005290009,0,0,0,0.0022289604,0,0,0.0077287678,0,0,0.0015095914,0.0037922175,0,0,0,0.016266744,0.0487355297,0.207604288,0.0806718141,0.0036163402,0.0003167228,0.0001857131,0.0005290039,0.0005671604,0.0001534999,0.0015096138,0,0.0010389951,0.0005478853,0,0.0023976827,0.1750705618,0.0003253072,0.0003699383,0,0,0,0.0006986581,0,0,0,0.0042705835,0.0013997086,0,0,0,0.0004176326,0,0.0002568636,0,0,0,0,0,0.0010030221,0.0028065398
SPVC,0.0008839457,0.0001336647,0,0,2.28391356095749E-05,0.0002740864,0.000312103,0.0002199105,0.0003171274,0.0638232342,0,6.01447113416664E-05,0,7.99880278989609E-06,0.0006581577,0,6.1610650423823E-05,0.0001962299,0.0001592043,0.0001386013,0.000044531,0.0001104109,0.0001225613,0.004655688,0,0,0,0.0007267843,0.0098404528,0,0,4.56463138853039E-05,0,0.00061473,0.0001930748,0,0,0.0506958,0.0015548456,0,0.0002966509,0.0003179764,0.0043530859,0,9.02618453748085E-05,0,0,0,0.0001465524,4.06611374276137E-05,0,0.0004349379,0,0,0,0,0.3047540543,0.0005039681,3.02152325276746E-05,0,0,0.0049689044,0,0.0002064391,0.0119512366,0.0268791944,0.0001795612,0.7131433221,0,0.0210395923,1.31804768512276E-05,0.000004099,0,0.0002993216,0.0026438626,0,0.0012757257,0.1723992323,0,0,0.0002749028,0,0,0,0.2090418278,0.647992734,0.0006612874,0.0003006668,6.38516466521701E-05,0.0001087297,0.000080919,0,0,0.0018945167,0.0006441924,0.0007838984,0.0002737078,0.0012985361,0.000103679,0,0,0.0249684043,0,0.0001273023,0.0043719313,0.0005418074,0,0,0,0.086482765,0,0,0,0.001858491,0,0,0.0087653236,0,0.2591200933,0.131420895,0.004148151,3.01244668931256E-05,0,0.0044083607,0,0.0032768715,0.3117483013,8.14015082312902E-06,0.0039219084,8.05100534610327E-05,0,0,0.0005985542,0,3.14112614843446E-06,0,0,0,0.0078499882,0.0371914556,0.0056337564,0.9597927164,0.0002338471,0,0.000424163,0.0008501337,0.0002764402,0.0001981657,0,0,0,0.000718228,0.0002567883,0,0,0,0,0,0,0.0002447425,0,0,0,0.0015098727,0,0.0019939178,0.0003497517,0.0006376411,0.003630445,0.0004612202,0.000078481,0,0.005940573,0.0733284385,1.3917888451,0.4874471123,0.0037349865,0.0001330208,0.0005037048,0.0011251027,9.36057830820421E-05,0.0010320078,0.0010579571,2.83983475811059E-05,0,0,0,0.004059145,0.0161688875,0.0001960089,0.000135647,0.0010478212,0,0.0005911094,0.0027066844,0,0,0.0040865366,0.5401491795,0.0002683616,0,0,0,0,0,0,0,0,0,0,0,0.0006696199,0.027571621
SPVI,9.08782764147274E-05,0.0003718286,9.40007544038637E-05,0,1.48836950532449E-06,0,8.49317862708716E-05,0,8.45701038909026E-05,0.0149775979,0,0,0.2338473547,0,0,0,0,0,0,0,0,1.45762212624925E-05,2.4856290403644E-06,0.0005974619,0,0,0,0,0.0072915851,0,0,0,0,0.0001605521,0,0,0,0.0449446051,0,0.0251466114,0.0005838825,0,0.0193097298,0,0,0,0,0,3.26618760491077E-05,0,0.0121952462,0.0037709482,0,0,0,0,0.3268815417,2.81462123226778E-05,1.42234711252461E-06,0.0004194345,3.16051813557722E-05,0.0054474939,0.0001173397,0,0.0482318653,0.026798754,0,0.5036508763,0,0.0082212605,0,3.03108120339373E-05,0,0,0,0,0.0001332582,0.024665024,0,0,2.9666565313459E-05,0,0.0917018434,0,0.1830761079,0.0239025971,2.96334401839335E-05,0,0,0.0002266409,0.0003278896,0,0,0.0003836783,0,0,0,0,0,0,0,0.0026136195,0,0,0.0035613093,0.0001092915,0.001900652,0,0,0.0925726435,0,0.0001875974,1.67119069558276E-06,0.000392094,0,0,0,0,0.3860189356,0.0731109378,0,0,0,0.0223396327,0,0.0179917518,0.0514600191,0,0.0004164416,4.54787782941284E-05,0,0,0,0,7.80501108243187E-05,0,0,0.2865187541,0.0322295336,0,0.0044923971,0.3160536085,0,0,0,0,0,0,0.0024282918,0,0,0,0,0,0,0,7.74557628127882E-05,0,0,0,0,0,0,0,0.2128633495,0.0002795429,0,0,0.0022341873,7.28659092383646E-05,0,0,0.0103352889,0.1247392728,0,0.1936587256,0,0,0,0,0,0,0.0002763153,0,0,0,0,0.0131973235,0.0179103051,0,0,0,0,0,0,0,0,0.0147593625,0.0603649036,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPVO,0,0,0,0,0,0,0,0.0003199736,0,0.0103707855,0.0006910276,0.0006248804,0.3438792338,0,0,0,0,0,0,0,0.0003793485,0,0,0,0,0,0,0,0.0174988382,0,0,0.0011171979,0,0.000334898,0,0,0.000299298,0.0074453521,0,0,0,0,0.0098830559,0,0,0,0,0,0,0,0.0262408106,0.0062662333,0.0002423093,0,0,0,1.7387172352,0.0009541943,0,0,0,0,0,0,0,0,0.0016853689,1.0594849273,0,0.0192952634,0,0,0,0,0,0,0,0.0019458504,0,0,0,0,0.0856580421,0,0.056981746,0.0097542199,0.000069187,0,0,0,0,0,0,0.0018485204,0,0.0012069787,0,0,0.0001181047,0,0,0.1400929198,0,0.005583042,0.0141801059,0.0010320978,0.0091529126,0,0,0.1302235476,0,0,0.0001018781,0.0014798806,0.0001055101,0,0,0.0001251859,1.111082058,0.377560978,0.0495345891,2.19685347100166E-05,0,0,0.0001126222,0.1130985824,0.1178998886,0.0017554807,0,0,0,0,0,0.0001941255,0,0,0.0004388995,0.3121153797,0.6693831035,0,0.0342392753,0.8300683785,0,0,0,0,0,0,0.0036234778,0,0,0.0046922547,0,0,0,0,0.0001508838,0.000771968,0,0,0,0.0003343648,0,0,0.1692981552,0.0014110484,0.0002158684,0.0008735999,0.0241787262,0,3.8738448419552E-05,0.0021418204,0.0650483684,0.0229033439,0.4604033487,0.0913233642,0,0,0.0003647367,0.0006340393,0,0,0.0012943837,0,0.0004040327,0,0,0.1178901064,0.0548633366,0,1.36784668147421E-05,0.003368624,0,0,0,0,0,0.0134030578,0.1199354701,0,0,0,3.4531074697706E-06,0,0,0,0,0,0,0,0,0.0027090348,0
SSp-bfd,0,0.0272855119,0,0.0145690071,1.77680673272003E-05,0,0.0076265691,0.0024714082,0.0071560438,0.0002700978,0.0042565069,0.0007840185,0.0010057008,0.0026975699,0.0048193695,0.0806799734,0,0.1967121732,0.0386079152,0.0798134809,0.0023681137,0,0,0,0.0163197732,0.0031944256,0.0048839104,0,0,0.0120646587,0.0110181063,1.08238180285816E-05,0.002399887,0,0,1.3401489169,0.0033178344,0,0.0001739343,0.0001077603,0.0003312803,0,7.41088518384755E-06,0.0005168078,6.83830643755648E-05,0.0712935285,0.0456546942,0.0006632954,0.0084764956,8.08848496583312E-05,0.0002928971,2.23768637074059E-05,0.0152456448,0,0.0277805672,0.0009004982,0.0059994762,0,0,0,0,0.0110185535,0.0072577777,9.79156218019396E-05,0.0020508165,6.34550638042732E-05,0.0002449653,0.0019522753,0,0.0004386805,0.0071971915,0.0024571667,0.0036022435,0.0005198807,0.0048002439,0.0150355011,0,0.0007434375,0.0005773193,0.0003989684,0,0.0001347879,0.0118723464,0.0062167693,0.000182233,0,0,0,0,0.0088352978,0,0,1.49275008857317E-05,0,0.8648034154,0.6350171882,0,0,3.52608941743754E-06,0.2417844126,0,0.0032903481,0.0005473228,0.0005689064,0,0,8.54343842843503E-05,0.0067783332,0.0182198454,5.18252698988205E-05,0.0460987656,0.0024054417,0.0425019234,0,0,0.0003292057,0.0412684203,0,0,0.002451057,0.001696637,0.0329920685,0.0173034417,0.0027159964,0.0438571535,0.0014312611,0.002423654,0.0020029162,0.0244242819,0.0044666915,0,0.1653860368,0.0152140259,0.0012041777,0.0058811566,0.0033001033,0.0001468837,0.0001519446,0.0159762467,0.0290287484,0.0027316886,0.0047440843,9.67173096219813E-06,0.0977848129,0,0,5.20433385431519E-05,0,0,0,0.0018592464,0.0056109788,0.0002906924,0.005212967,0.0074322297,0,0.0034669961,0,0.0765553732,0,0.3303382493,0.0104214262,7.4510257068268E-05,0,0.0001867896,0.0092287042,0.0054348478,0.023176128,0.001278054,0.0005103799,0.0016164419,0.0299207114,0.0004130061,0.0015856317,0.0022918188,0.0002206295,1.1822295046,0.1250248937,0,0,0.3734567631,0.3201295557,0.4712262355,0.0034987502,0,0.0003811429,3.8504782410496E-06,9.83271065144542E-05,0.0007593068,0.1275752638,0,0.0179260321,0,0.0032520438,0.0001840838,0.0001860973,0.0310229953,0.0002226404,0.0008840941,0.0080823773,0.0880562584,0,0.00249024,0.041006777,0,0,0.0172046402,0,0.1053182699,0.2080891877,0,0.0068105628,0.0001101673
SSp-ll,0.0006975802,0.1339214335,0.0268826727,0.0644983496,0.0002298306,0.0010468993,0,0.0001964642,0.0049902572,0.0005067472,0.0098892652,0.0024156708,0,0,0.0032243161,0.0861103388,0.0001232289,0.2028717372,0.2188555654,0.1562346351,0.0030360859,0.0028746285,0,0,0,0.000058709,0.0023811958,0,2.28368001119085E-05,0.0158180234,0.0006832184,0,0,9.45263266394718E-05,0,0.7031730311,0.0137263762,0.0002638298,0.0047855855,8.43055645382925E-05,5.05061313318022E-05,0.001953343,8.31151420686153E-05,0.0019158809,6.75282788926199E-05,0.0268711278,0.01651865,0,0.0047612626,0,0,0.0006806769,0,0,0,0,0,0,0,0.0018076641,0.0016000984,0.038788325,0.0216760262,0,0.0180830473,0.0004955192,0,0,0.0006991296,0.0017665014,0.0136502702,0,0.0026814767,0.0036420008,0.0101967654,0.0246289699,0,0.009287711,0,0.0013093427,0,0.00012527,0.0354810137,0,0.0006526773,0,0.0003501478,0,0.0014614453,0.0051861626,0.0041712766,1.02081510799011E-05,0,0,0,0.3631841891,0,0,0.0017820306,0.1148217895,0,0.0102295092,0.0006643796,0.0034258309,0.0028411211,0.0004728322,0.0002112903,0.0037749753,0.0264584561,0.0038232931,0.0289102356,0.0073420384,0.0397860311,0.0013903739,0.0003209013,0.0001285497,0.1746808349,8.14687021354197E-05,0,0.0010457925,0.0185335097,0.0147676443,0,6.30517535673322E-05,0.0231567942,0.0020847296,0.0121595792,0.010566566,0.0097331173,0.0333857748,2.42763282609946E-05,0.1184976189,0.0134830051,0.0034000434,0.0012384547,0.0175283993,0.0007104401,0,0.049351812,0.1444562847,0.0065009739,0,0,0.1001259803,0.0004913808,0.0001990012,0,0,0.0002860656,0.0003351776,0.0059320759,0.0035152431,5.80933565180195E-05,0.0364236963,0.0031008314,0.0017742083,0.0112452104,0.0116507503,0.115507498,0.0002246126,0.1590679557,0.0028491552,0,0,0,0.0042391709,0,0.0373921563,0.0017251023,0.0002470798,0.0017589353,0.0226773415,0.0015425603,0.00036157,0,0,0,0.2253552758,0,0,0.7391563852,0.0073985618,0,0,0.0004851146,0,0.0003866034,0,0.0036224941,0.0736637865,6.22818337447118E-05,0.0454372014,0,0.0054127153,0.0010187856,0,0,0.0001036054,0,0,0.0210052818,0.0126362506,0.0076561111,0.0215593388,0.0015758914,0.001901186,0,0.0004500921,0.1553009525,0.0215828798,0,0.001195889,0.0006286917
SSp-m,0,0,0,0.0223558367,0,0,0.0143655241,0.0342873146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001260669,0.0086640394,0.0208921258,0,0.0035249691,0,0,1.626705673,0,0.000258911,0.0001983326,2.35629054695865E-05,0.0005987437,0,0.000007539,0,0,0.0051344425,0,0,0.00492654,0,0,0,0.0245668427,0.0057454689,0.1628276911,0.0784870582,0.0087928548,0.0755794791,0,0,9.23573959149718E-06,0,0,0,0.0031360927,3.97259221002254E-05,0.0002770823,0.0086310825,0,0,0,0,0,0,0,0,0,0,0.0142636385,0.0014823297,0,0,0.0076928913,0,0.000772682,0.0031582104,0,0,1.85914543350131E-07,0,0,4.62678944693374E-07,6.37258789927873E-07,0.0017871853,1.2579772396,0.3916310409,0,0,0,0.076352566,0,0,0,0,2.17727434072202E-05,0,3.86441466940186E-06,0,0,2.76854279635216E-05,0,0,0,0.0002077848,0.0003592575,0,0,0,0.0045400834,0,0,0.0090555697,0.033637762,0,0.0260113235,0,0,0,0,0,0,0.0130134241,0,0,0,0,0,1.65671299092053E-05,0,0,0,0,0,0,0,0,0,0,2.91434933225897E-06,0,0,0,0,0.0026398637,0,0,0,0,0.076145721,0,0,0,0,0.001262271,0.0001064075,0,0.0078976641,0.0446998796,0,0,0.0003495976,0,0,0,0,0.0009536318,0.2005243249,0,0.8986860631,0.2230804016,0,0.6504108375,0.606087189,0.0133669576,0.0001486371,0,0,0,9.60161226169069E-05,0.0114330979,0,0.0039005142,0,0,0,0,0.2744138716,0,0,0.1463896743,0,0,0,0,0,0,0.0072152198,0,0.0383651092,0.1381919419,0.0260115377,0.0031602354,0.0003089152
SSp-n,0,0,0,0,0,0,0.012104608,0.0305290812,0.0301554354,0,0,0,0.001420277,0.0004049236,0,0.0023311383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326415176,0,0,0,0,1.5948199865,0,0.0009692471,0,2.03079040602779E-05,0.0008706026,0,1.79388895954614E-05,0,0,0,0,0,0.0041205258,0,5.50761047243081E-05,7.43653746444203E-06,0,0,0.0392127089,0.0809768399,0.0235741126,0.2140725721,0,5.31768636124598E-06,0.000057372,0.0019744678,0,0,0.0057133856,0,0.0001062065,0.0067541831,0,0.0001004728,0,0,0,0,0,0,0,0,0.016459022,0.0046696232,0,0,0.0192025392,0,0.0009849596,0,0,0,2.65287647259686E-05,0,0,0,0,0.0011975,0.3763397406,0,0,0,5.40129737982122E-07,0.1027509722,0,0,0,0,3.45804260515667E-05,0,0.0001222494,0,0,0.0041512937,0,0,0,0,0.0006464509,0,0,0,0.0227182309,0,0,0,0.0007208159,7.89147706473268E-05,0.0618422477,0.0003540545,0.0014030523,0,0,0,0,0.0172011279,0.0013887197,0,0,0,0,0.0008094691,0.0013079303,0.0061931443,0,0.0095813204,0,0,0,0,0,0,5.17757591294988E-05,0,0,0,0.0005845798,0.0003027273,0,0,0,0,0.0544349875,0,0.0881217232,0,0,0,0.0008797885,0,0.0005453607,0.0855053864,0,0,0.0004995437,0.0188724228,0.0005381286,0.0046399776,0.0124848113,0.0126536884,0.1147318573,0,0.3196766408,0,0,0,0.3830124543,0.0097559967,0.0001171945,0,0,0,0,0,0,0.0167321545,1.41773582901087E-07,0,0,0,0.1172849605,4.29452131577417E-05,0.000447565,0.2621456357,0,0,0,0,0,0,0,0,0.0184302574,0.1263629077,0.0603976984,0,0
